sample_id,set_name,encoder,benchmark_task,new_embeddings,bench_embeddings,n_rows_new,n_rows_bench,emb_dim_new,emb_dim_bench,n_barcodes_new,n_barcodes_bench,n_barcodes_matched,barcode_sets_identical,row_order_identical,max_abs_diff,max_rel_diff_elem,median_rel_diff_elem,frac_elems_excluded_small,max_rel_l2_row,median_rel_l2_row,agrees_1e-5,n_patches_new,n_patches_bench,patch_shape_new,patch_shape_bench,patch_dtype_new,patch_dtype_bench,patch_attrs_new,patch_attrs_bench,n_patch_barcodes_compared,max_abs_img_diff,frac_img_bytes_differing,max_abs_coord_diff,error
INT19,kidney_visium_cell,hoptimus0,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/hoptimus0/INT19.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/hoptimus0/INT19.h5,4948,4948,1536,1536,4948,4948,4948,True,True,7.113080e-01,1.999999e+00,8.954099e-02,0.0000,1.941176e-01,9.672739e-02,False,4948,4948,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4948, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4948, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0934826453545123"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4572546277932903""}, ""dtype"": ""uint8"", ""shape"": [4948, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4948, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4948, 2]}, ""img"": {""attrs"": {""factor"": ""1.0934826453545123"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [4948, 224, 224, 3]}}, ""file"": {}}",32,146,0.897119,13283,
INT2,kidney_visium_cell,hoptimus0,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/hoptimus0/INT2.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/hoptimus0/INT2.h5,2541,2580,1536,1536,2541,2580,2541,False,False,5.481747e-01,1.999985e+00,7.396396e-02,0.0000,1.520057e-01,8.239480e-02,False,2541,2580,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [2541, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [2541, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0940000000000003"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4570383912248628""}, ""dtype"": ""uint8"", ""shape"": [2541, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [2580, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [2580, 2]}, ""img"": {""attrs"": {""factor"": ""1.094"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [2580, 224, 224, 3]}}, ""file"": {}}",32,126,0.846211,9868,
INT20,kidney_visium_cell,hoptimus0,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/hoptimus0/INT20.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/hoptimus0/INT20.h5,4860,4860,1536,1536,4860,4860,4860,True,True,1.178033e+00,1.999996e+00,1.409947e-01,0.0000,3.695934e-01,1.684061e-01,False,4860,4860,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4860, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4860, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0938296796023883"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4571095567472187""}, ""dtype"": ""uint8"", ""shape"": [4860, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4860, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4860, 2]}, ""img"": {""attrs"": {""factor"": ""1.0938296796023883"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [4860, 224, 224, 3]}}, ""file"": {}}",32,152,0.939361,13673,
INT21,kidney_visium_cell,hoptimus0,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/hoptimus0/INT21.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/hoptimus0/INT21.h5,4960,4975,1536,1536,4960,4975,4960,False,False,7.350211e-01,1.999997e+00,8.742856e-02,0.0000,2.008846e-01,9.315414e-02,False,4960,4975,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4960, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4960, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0932865101795142"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4573366590957951""}, ""dtype"": ""uint8"", ""shape"": [4960, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4975, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4975, 2]}, ""img"": {""attrs"": {""factor"": ""1.0932865101795142"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [4975, 224, 224, 3]}}, ""file"": {}}",32,128,0.923857,12597,
INT22,kidney_visium_cell,hoptimus0,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/hoptimus0/INT22.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/hoptimus0/INT22.h5,3826,3829,1536,1536,3826,3829,3826,False,False,8.982613e-01,1.999972e+00,1.184764e-01,0.0000,2.856622e-01,1.345749e-01,False,3826,3829,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [3826, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [3826, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0928858644125676"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4575043161243126""}, ""dtype"": ""uint8"", ""shape"": [3826, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [3829, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [3829, 2]}, ""img"": {""attrs"": {""factor"": ""1.0928858644125676"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [3829, 224, 224, 3]}}, ""file"": {}}",32,132,0.935076,11804,
INT23,kidney_visium_cell,hoptimus0,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/hoptimus0/INT23.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/hoptimus0/INT23.h5,4755,4755,1536,1536,4755,4755,4755,True,True,1.324375e+00,1.999996e+00,1.035196e-01,0.0000,3.154478e-01,1.200571e-01,False,4755,4755,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4755, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4755, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0928170477799735"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4575331259845696""}, ""dtype"": ""uint8"", ""shape"": [4755, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4755, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4755, 2]}, ""img"": {""attrs"": {""factor"": ""1.0928170477799735"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [4755, 224, 224, 3]}}, ""file"": {}}",32,125,0.931894,13581,
INT24,kidney_visium_cell,hoptimus0,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/hoptimus0/INT24.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/hoptimus0/INT24.h5,4483,4510,1536,1536,4483,4510,4483,False,False,8.317403e-01,1.999999e+00,9.282907e-02,0.0000,2.341252e-01,1.065325e-01,False,4483,4510,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4483, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4483, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0932132301308992"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4573673151944301""}, ""dtype"": ""uint8"", ""shape"": [4483, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4510, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4510, 2]}, ""img"": {""attrs"": {""factor"": ""1.0932132301308992"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [4510, 224, 224, 3]}}, ""file"": {}}",32,147,0.821469,13286,
INT3,kidney_visium_cell,hoptimus0,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/hoptimus0/INT3.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/hoptimus0/INT3.h5,1973,2007,1536,1536,1973,2007,1973,False,False,6.467513e-01,1.999940e+00,6.584747e-02,0.0000,1.702019e-01,7.022850e-02,False,1973,2007,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1973, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1973, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0925"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4576659038901602""}, ""dtype"": ""uint8"", ""shape"": [1973, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [2007, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [2007, 2]}, ""img"": {""attrs"": {""factor"": ""1.0925"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [2007, 224, 224, 3]}}, ""file"": {}}",32,103,0.764059,9706,
INT4,kidney_visium_cell,hoptimus0,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/hoptimus0/INT4.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/hoptimus0/INT4.h5,1255,1349,1536,1536,1255,1349,1255,False,False,3.854787e-01,1.999916e+00,4.928334e-02,0.0000,1.241983e-01,4.901090e-02,False,1255,1349,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1255, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1255, 2]}, ""img"": {""attrs"": {""downsample"": ""1.090005096828043"", ""patch_size_src"": ""244"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4587134513912085""}, ""dtype"": ""uint8"", ""shape"": [1255, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1349, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1349, 2]}, ""img"": {""attrs"": {""factor"": ""1.090005096828043"", ""patch_size"": ""244""}, ""dtype"": ""uint8"", ""shape"": [1349, 224, 224, 3]}}, ""file"": {}}",32,41,0.524221,7200,
INT5,kidney_visium_cell,hoptimus0,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/hoptimus0/INT5.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/hoptimus0/INT5.h5,1158,1186,1536,1536,1158,1186,1158,False,False,7.465765e-01,2.000000e+00,7.183547e-02,0.0000,1.811672e-01,7.613775e-02,False,1158,1186,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1158, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1158, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0950028538775596"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4566198144867198""}, ""dtype"": ""uint8"", ""shape"": [1158, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1186, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1186, 2]}, ""img"": {""attrs"": {""factor"": ""1.0950028538775594"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [1186, 224, 224, 3]}}, ""file"": {}}",32,103,0.830516,7293,
