task,label_set,encoder,design,score,subset,alpha,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,n_finite_width,n_infinite_width,subset_difference_list
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,0,11245,10585,0.9413072476656291,1.6158744164072922,0.01977042693888256,11245,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,1,11006,10514,0.9552971106669089,1.6183448942622205,0.19166048366374022,11006,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,2,10917,10347,0.9477878538059906,1.6198299527113675,0.2919634729664743,10917,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,3,10989,10299,0.9372099372099372,1.6198560065747565,0.3787777034847347,10989,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,4,10892,10111,0.9282959970620639,1.617191086347778,0.45820954456252294,10892,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,5,10989,10367,0.9433979433979434,1.6190210096460096,0.5453762533840659,10989,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,6,11056,9971,0.9018632416787264,1.6200627769989147,0.64394598379839,11056,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,7,10964,9642,0.879423568040861,1.6207274945275447,0.776174618353247,10964,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,8,11112,8615,0.775287976961843,1.6180884826088913,1.0060663408646058,11112,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,9,11056,8823,0.7980282199710564,1.6187092274556802,1.571908953565937,11056,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,0,3996,3752,0.938938938938939,1.6184196892204705,0.020085950513501784,3996,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,1,3920,3746,0.9556122448979592,1.6166728117028062,0.19287380296356824,3920,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,2,3990,3780,0.9473684210526315,1.6170291451284462,0.2921509400943766,3990,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,3,3968,3746,0.9440524193548387,1.6138792960874495,0.374207035187752,3968,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
