task,label_set,encoder,design,score,subset,alpha,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,n_finite_width,n_infinite_width,subset_difference_list
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,0,6245,5934,0.9502001601281025,2.3083250975780625,0.045054046166620794,6245,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,1,6354,6143,0.9667925716084357,2.2956927968602456,0.29925635088379365,6354,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,2,6250,6065,0.9704,2.28968796875,0.4638561328125,6250,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,3,6282,6074,0.9668895256287806,2.2885069071354662,0.628904267960542,6282,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,4,6302,6076,0.9641383687718185,2.296403609469216,0.8092730978260869,6302,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,5,6479,6005,0.9268405618150949,2.2863135345925296,1.0325984822358774,6479,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,6,6700,5889,0.878955223880597,2.286345032649254,1.419395843050373,6700,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,7,6337,5330,0.8410919993687865,2.285526718084267,1.861902936129083,6337,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,8,6205,5051,0.8140209508460918,2.29964321237913,2.3833295036764706,6205,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,0,predicted_value_decile,9,6278,5072,0.8079006052883084,2.306860266008283,3.4743511568174577,6278,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,0,2978,2782,0.9341840161182001,2.176102617108798,0.04688786083295731,2978,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,1,2892,2763,0.9553941908713693,2.185909033810944,0.30380829406147347,2892,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,2,3011,2908,0.9657920956492859,2.195006655284789,0.4696153167552308,3011,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,3,3023,2917,0.9649354945418458,2.1791515697361894,0.6198397329458526,3023,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,4,3056,2904,0.9502617801047121,2.1978353929769305,0.8044138004642507,3056,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,5,2984,2724,0.9128686327077749,2.2326303436033847,1.0689824899463807,2984,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,6,3097,2637,0.851469163706813,2.1947855913989343,1.4294223114102358,3097,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,7,3119,2548,0.8169285027252324,2.202293090233248,1.900079089351555,3119,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,8,3159,2475,0.7834757834757835,2.1946500202793606,2.368586343087211,3159,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,cqr_matched,0.1,1,predicted_value_decile,9,3155,2467,0.781933438985737,2.1611715035657686,3.350525579437401,3155,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
COAD,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,0,264544,247277,0.934729194387323,2.12392491891708,0.11106000074066129,264544,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
COAD,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,1,265292,252361,0.9512574823213666,2.1232200627044917,0.3914052723037257,265292,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
COAD,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,2,265329,252920,0.953231648255562,2.123305229074093,0.561508718892394,265329,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
COAD,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,3,264829,251764,0.9506662789951251,2.1235073504978685,0.7195954895659086,264829,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
COAD,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,4,264372,248799,0.9410943670282783,2.1241785072265595,0.8818546286104428,264372,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
COAD,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,5,263888,241794,0.916275086400291,2.12474044978362,1.0723602437397683,263888,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
COAD,shipped,hoptimus0,random,abs,full,0.1,0,predicted_value_decile,6,263768,231391,0.8772519790118589,2.1259618715594764,1.3540980497065602,263768,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
