task,label_set,encoder,design,score,subset,alpha,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,n_finite_width,n_infinite_width,subset_difference_list
CCRCC,shipped,resnet50,random,abs,cqr_matched,0.1,0,predicted_value_decile,0,10897,10217,0.9375975039001561,1.726190407910434,0.02077805143742974,10897,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,resnet50,random,abs,cqr_matched,0.1,0,predicted_value_decile,1,10917,10365,0.9494366584226436,1.7248147599500778,0.2154768115381973,10917,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,resnet50,random,abs,cqr_matched,0.1,0,predicted_value_decile,2,11056,10444,0.9446454413892909,1.728269011170405,0.32141524009870204,11056,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,resnet50,random,abs,cqr_matched,0.1,0,predicted_value_decile,3,11167,10534,0.9433151249216442,1.724046716889048,0.40557579846030717,11167,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,resnet50,random,abs,cqr_matched,0.1,0,predicted_value_decile,4,11053,10470,0.9472541391477427,1.7251746556364789,0.48704546064982357,11053,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,resnet50,random,abs,cqr_matched,0.1,0,predicted_value_decile,5,10817,10149,0.938245354534529,1.7228653392807618,0.5657086989085467,10817,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,resnet50,random,abs,cqr_matched,0.1,0,predicted_value_decile,6,10887,10006,0.919077799210067,1.7268448751951868,0.6573929557614586,10887,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,resnet50,random,abs,cqr_matched,0.1,0,predicted_value_decile,7,11074,10081,0.9103305038829691,1.7248157282824634,0.7743755255835741,11074,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,resnet50,random,abs,cqr_matched,0.1,0,predicted_value_decile,8,11121,8699,0.7822138296915745,1.7255628428198904,0.9781172198149897,11121,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,resnet50,random,abs,cqr_matched,0.1,0,predicted_value_decile,9,11237,8383,0.7460176203613064,1.7274899606211622,1.4483856692733825,11237,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
